path,bytes,sha256
.gitignore,202,fb17a60a29a2da6798121a55cf7b1c8eb3ff56c3bc526057759056c0a7458de6
.zenodo.json,2600,a49ef55391737c924814178a647c4604e6d84e7850b9ecd751fb3dc969054b89
analysis/cox_cross_implementation_joined.csv,179972,5e91f80f198a7b225ae2ca685a4a2f40c03f2aef36bf2e224440299b4d27a344
analysis/cox_full_sandwich_validation_1200_fits.csv,308741,3d1f9d84436d7dcd72ec51a7ebe46930bf16db581664aad0234d6f20fdfaedac
analysis/cox_full_sandwich_validation_summary.csv,333,8daa98cfec2bd000f39885df3c2e4ea6936ffe1217cfd1d666fd862621f0ff6d
analysis/rmst_standard_ato/rmst_standard_ato_provenance.json,929,b8db735301d6b9d111279322328cefc1fbfa2fec3a46cd569bf2d2218b793c0f
analysis/rmst_standard_ato/rmst_standard_ato_rescored_12_scenarios.csv,5288,f138915a75732e7540f5d44291b00a699fa0a96b5e917a3aaa3bdfd6c11c18f1
analysis/rmst_standard_ato/rmst_standard_ato_truths.csv,1055,f5b35ca1be30bc1a4809691934ecfe9a8559b85211bf1f20a17cc1ab125bb8a4
analysis/seer_descriptive_sensitivity/R_sessionInfo.txt,560,fdc40179521007cc2938714a2a19b9ea2c0a19ce6406a93844e2cffdf5bd7eb0
analysis/seer_descriptive_sensitivity/seer_baseline_characteristics_long.csv,11273,07722e66a20566fbd90d4b577377dcdf484761468e7b4abe9cf9dd5e84d6eaef
analysis/seer_descriptive_sensitivity/seer_between_cohort_contrast.csv,238,0fd62ca508f0547a47ffeda8390804b95489d93cc3659d02f25b475dab3ee32a
analysis/seer_descriptive_sensitivity/seer_cohort_flow.csv,424,e9ece329daa4fea9eb6b6ee9946bf2b19cf2a4b7cff241e6342a61aa09d7b5cf
analysis/seer_descriptive_sensitivity/seer_diagnostics.csv,432,b4bee5c07e9224f35aef20305a3a80c974a4c6f12ce3983f981ea901d154b61f
analysis/seer_descriptive_sensitivity/seer_endpoint_models.csv,1394,5195a56409b21774255848fb216939e6087756a36d22298d463a6217ca2960b5
analysis/seer_descriptive_sensitivity/seer_event_counts_by_group.csv,237,7da7a6f2eeaf2bf10fe20ba631c325da8b9af13b061b7d7f4496fd3f7889f0f3
analysis/seer_descriptive_sensitivity/seer_joint_contrasts.csv,834,ef78e3548dc9d0195f6324fa7a6205f6e32e813d438669df2c949d9573614f5e
analysis/seer_descriptive_sensitivity/seer_known_size_grade_sensitivity_counts.csv,128,45e6f1a0e711aa47ab6ea0ade67506b609233ab70c5aebbe374f71b9e3cb3205
analysis/seer_descriptive_sensitivity/seer_overlap_ess.csv,679,0835730110c751f8604ba7fc3d736167a23fa5970f5cfc2cfbd0d95e7f50c19e
analysis/seer_descriptive_sensitivity/seer_piecewise_0_2_5_joint.csv,1562,c297c19daf149c81654b26c56d6f278edfc7e154856329feba734edbd5d1e11b
analysis/seer_descriptive_sensitivity/seer_surgery_code_composition.csv,2506,26e81c4e151e371525f1c41c5ee42ec7e8f5cd19ac61fc473c9c81df8e841e0f
analysis/seer_descriptive_sensitivity/seer_unknown_by_group.csv,279,972d3cb1e31e7190f538a527e3ddbd57010fefe663772b12fa3a2d8b29272f54
analysis/seer_descriptive_sensitivity/seer_weighted_cif_5y.csv,373,e62b212973b1716e470f471fc1bd1b1ffc9ab470d884c5f4db01dfa9360afe55
analysis/simulation_family_counts.csv,280,47a6e11841caa167aabbe4f046bab5abdaa2c6bec5d6bd61b5bd55ef69406fd6
analysis/strict_cox_rerun/strict_h2_summary_7_rows.csv,1958,ed95593b28023b8bdfa6bc5b4ab470e6a7e4b0ab251e5f10e0efe092a3b1dd4d
analysis/strict_cox_rerun/strict_primary_registry_72_rows.csv,5777,722b3976550c5926c727a7ec6dbe6a6577992b519dd79e33d1e8a64a1e3f3294
analysis/strict_cox_rerun/strict_primary_summary_72_rows.csv,32373,39b728a5294dbe39f9a746478748ebcd40673c3a2dc10e6a2a788f540073d208
analysis/strict_cox_rerun/strict_rerun_provenance.json,532,23c0b33e8006676c354189812e4a78c37457aa531b7de5553566a6058e290a3b
analysis/strict_cox_rerun/strict_vs_v2_primary_comparison.csv,67894,e6d38430cfaee4684599d26522ec88b78a424470608bcd1a423aec7812f0ef2e
analysis/strict_qba/global_mechanism_prior_200_raw_draws.csv,26152,1bdae79210a937a7076b32f402dcb2ba4c1631ec974ae6a606ac9abbb5e64421
analysis/strict_qba/global_mechanism_prior_summary.json,172,ea0dcecc84bbebc518f15d3c51694ca0df1d2f0866268530d7b154b989adc004
analysis/strict_qba/oracle_calibration_summary_9_rows.csv,933,97a9ef25a120289f767bbccec0c36f5f1a045abcb369d7b5fbc4604bbd230e57
analysis/strict_qba/strict_qba_provenance.json,570,429a48fc4c7322c7aa2eab308229406d306601a895b5a739fbbf1cb86b5982b1
analysis/strict_qba/strict_qba_summary_36_rows.csv,9656,f0ff33884f60f2b68e672dd2b0a12355cb10fc17bd8ceac8d068da23d19e0fe2
analysis/strict_qba/strict_qba_vs_v2_comparison.csv,13485,fbb1f659a99ce526d862121deede5a578bc6b291021d62dcf1c9e2ca7255cc65
CHANGELOG.md,355,b514c3ef3ef5b229aef9e382e3e015cd0647de07fe275d441c9897f4bb06a308
CITATION.cff,2061,43ebd775e2f303b6983b54a51dd176959ed6a7875557bddd1a02502471b2d21b
code/python/recompute_rmst_standard_ato.py,11038,bc39d68387700f9653f6e90e865181dd8147ea6f527e9c4ed22ffc5e1a16e812
code/python/reverify_full_cox_sandwich.py,3930,5f3d7a5b15d38b7532bb2cc82d0a84975e650dcfd1abd611ad8a13838650a868
code/python/strict_cox_rerun.py,18934,f6197fde8151a545442329839ef3d3f37d385d629bf1f0b87cd21a73e9f2dada
code/python/strict_qba_reanalysis.py,14623,412beff1acca2bb1c57ab2c1eef5c8cb4920e4b44463d5055b5ed6a5ff758cb1
code/python/verify_frozen_evidence.py,17069,9c120d14169d3a65a1b77c99f89b3bdfc2b4b5574e0a1d03179753aaadac7871
code/R/make_figure1.R,11271,5d90518ad4fa72d9c1c72adb7fefd32ce85a0298c1c3801a5528b8432d37f353
code/R/make_submission_figures.R,22191,7d984e13c92ef2214786f937643ad42ae200d5bf9879e82d0bc69a49be5807c9
code/R/seer_cohort_reconstruction.R,12561,e42f4c5c7d8df46331200b44096009ae927b4d07530f36b7f4220b01a4fcc3aa
code/R/seer_descriptive_sensitivity.R,14128,e22c6a700fd625f560127ceaf376973997e2937b1e6f204821c4664ad4290ca4
code/R/verify_cox_vs_r_frozen.R,1738,9db5e6573d51b7f06e953b1d8dc15f1fcd5cb224e90a13900bb9589a3faa6952
data/legacy/qba_v2_summary.csv,7045,6bbf501647a0e83494b5ee7dc16cfc4f20f784e15d0e78850a12c635f9383fcd
data/legacy/summary_v2.csv,30436,ca915e523d7d18f69bb96aabb4c879e256c35ee04144119805529015f640ebc2
data/seer_aggregate/R_sessionInfo.txt,560,fdc40179521007cc2938714a2a19b9ea2c0a19ce6406a93844e2cffdf5bd7eb0
data/seer_aggregate/seer_baseline_characteristics_long.csv,11273,07722e66a20566fbd90d4b577377dcdf484761468e7b4abe9cf9dd5e84d6eaef
data/seer_aggregate/seer_between_cohort_contrast.csv,238,0fd62ca508f0547a47ffeda8390804b95489d93cc3659d02f25b475dab3ee32a
data/seer_aggregate/seer_cohort_flow.csv,424,e9ece329daa4fea9eb6b6ee9946bf2b19cf2a4b7cff241e6342a61aa09d7b5cf
data/seer_aggregate/seer_diagnostics.csv,432,b4bee5c07e9224f35aef20305a3a80c974a4c6f12ce3983f981ea901d154b61f
data/seer_aggregate/seer_endpoint_models.csv,1394,5195a56409b21774255848fb216939e6087756a36d22298d463a6217ca2960b5
data/seer_aggregate/seer_event_counts_by_group.csv,237,7da7a6f2eeaf2bf10fe20ba631c325da8b9af13b061b7d7f4496fd3f7889f0f3
data/seer_aggregate/seer_joint_contrasts.csv,834,ef78e3548dc9d0195f6324fa7a6205f6e32e813d438669df2c949d9573614f5e
data/seer_aggregate/seer_known_size_grade_sensitivity_counts.csv,128,45e6f1a0e711aa47ab6ea0ade67506b609233ab70c5aebbe374f71b9e3cb3205
data/seer_aggregate/seer_overlap_ess.csv,679,0835730110c751f8604ba7fc3d736167a23fa5970f5cfc2cfbd0d95e7f50c19e
data/seer_aggregate/seer_piecewise_0_2_5_joint.csv,1562,c297c19daf149c81654b26c56d6f278edfc7e154856329feba734edbd5d1e11b
data/seer_aggregate/seer_surgery_code_composition.csv,2506,26e81c4e151e371525f1c41c5ee42ec7e8f5cd19ac61fc473c9c81df8e841e0f
data/seer_aggregate/seer_unknown_by_group.csv,279,972d3cb1e31e7190f538a527e3ddbd57010fefe663772b12fa3a2d8b29272f54
data/seer_aggregate/seer_weighted_cif_5y.csv,373,e62b212973b1716e470f471fc1bd1b1ffc9ab470d884c5f4db01dfa9360afe55
data/synthetic/rmst_archived_intervals/rmst_scenario_1001.csv,79266,4ca9f9547ff20ce995ab51ceacdbd2945e4a9f9223219b351ed4b26835833c8d
data/synthetic/rmst_archived_intervals/rmst_scenario_1002.csv,79050,84b045175680a205354b1090ba812bdc19262ba9c804f9af82ec3d1f3afadf37
data/synthetic/rmst_archived_intervals/rmst_scenario_1003.csv,78869,727c463cb7ab5c91ee8857a4747839db6b451c38f588dbc46a3344eb7ff5937e
data/synthetic/rmst_archived_intervals/rmst_scenario_1004.csv,79816,03a6861b062fb107dcbee99b2fd41cef037e87ada4c90606247335c267fccb5d
data/synthetic/rmst_archived_intervals/rmst_scenario_1005.csv,79584,f2c9eb2b09dee120af3fc0a3800c7057a5561c4fc31ed9462d21c1a24a838258
data/synthetic/rmst_archived_intervals/rmst_scenario_1006.csv,79333,cd80e4a82ae063e2bbbce93fa3c821f8d6d80d02018cd1e2bbe66fe129e33239
data/synthetic/rmst_archived_intervals/rmst_scenario_1007.csv,80332,b3256f1082decc8658872b9f7fe44b12e83a82a8d4b98eab507f833f55b22b2e
data/synthetic/rmst_archived_intervals/rmst_scenario_1008.csv,80112,94b8110b792c85e89422be518cf2708fea4460c0f2f3880a11fd7488dd8e3ce4
data/synthetic/rmst_archived_intervals/rmst_scenario_1009.csv,79931,f9bb87661c176657bc7f846229deca82a0b9a4bd132ac138dcc8d6c4c7367921
data/synthetic/rmst_archived_intervals/rmst_scenario_1010.csv,87251,ce64a3e596d825eb1e26df65fc11175c6550057a1dbbc82056a9bb105847c20e
data/synthetic/rmst_archived_intervals/rmst_scenario_1011.csv,78268,9e2dcccd6845dc4de930ee3d44d59462c59f6f8e7158f765509b74d5d09a9559
data/synthetic/rmst_archived_intervals/rmst_scenario_1012.csv,85810,f0d7b380efcdf82fa7d68b5161b74eeaa4eb085701b7be7cc91f67c7fd53e8ae
data/synthetic/rmst_archived_intervals/rmst_v2_summary.csv,1925,0ba9c469e0b63ef5efd568ad1f1a6f5936f8b506e25bd54e6ae36b4c64f8db29
docs/BMC_STROBE_RECORD_compliance_audit.md,7425,9604800835755461324cabb3dfaf3715cb123ffcd6135fa2c24f98358e941ff4
docs/CHANGELOG_v1.0.1.md,1250,8bbbd59540c8481d39d020a2f119ae082a538ff155d3fee0c3938f7c2331ca12
docs/CHANGELOG_v1.0.2.md,345,d77355a2f33981d4749f4af206772707d84e13d1b6119e3ed7bef0f7d9ce2910
docs/PREUPLOAD_CHECKLIST.md,705,6efcba53482ed4a426c8ddef0b470d5d7b52e9c92f511e52df7a9fc9e36e1b6f
docs/REPRODUCIBILITY.md,1267,ff0eb33fa433b76079a0641a68f75ca9fadf3dcd6a76c5cdabc793472596886a
docs/SEER_DATA_ACCESS.md,1140,d448321b1a5d5cee2210bc2516f2fa31b08ef1c57fd28107b43c08f8c7e23034
environment/R_packages.txt,119,c5b295ff53d5847e62e302e602940320ffd3c671186a5b97747d3347ba2fd326
environment/R_sessionInfo_cox_validation.txt,539,fd8768a24a1fd0633bf8148e1d97823f4ed670f3bfc608e529b456dc570e3c10
environment/R_sessionInfo_SEER.txt,560,fdc40179521007cc2938714a2a19b9ea2c0a19ce6406a93844e2cffdf5bd7eb0
environment/requirements.txt,185,9f6feddc1898a592a5d8bd0b74e6e21c4d13821a07f0932d484d802e3f2efef7
figures/Figure1_DGM_observation_boundary.pdf,37574,5218fc9ab7b063ad48f08dd3e6169b743617a724168c1623ab4dc6b222c36b2a
figures/Figure1_DGM_observation_boundary.png,133331,704b9f283154768bb3270ce176b4f75fb88be8927ac533f02f74a0cbcef5032c
figures/Figure1_DGM_observation_boundary.svg,8694,92f146cd35d685ff0103c8cb9b1cbec04acccc0cf362bd22a46a4c97b3a1e7af
figures/Figure1_DGM_observation_boundary.tiff,433176,f0190c5db508ab9d07c83762e37653d54857f95789029fda0543d2a0f23cf89f
figures/Figure2_primary_bias_coverage.pdf,37891,82dd9e95399898dcdc36144c743c50ac9ef35e3cef007e065366c62b87ec9788
figures/Figure2_primary_bias_coverage.png,179284,7f2273503bed20933c7cdf97400bf0538d16b4b7321045dd75dcc762b4d2223f
figures/Figure2_primary_bias_coverage.svg,166234,e64deba20b761e0173d873f81d675c73d93f0ef9286d10771116ad7380430dd3
figures/Figure2_primary_bias_coverage.tiff,1102572,57bebcfd0c0aa7a8151a6616abf369a11d9fc35ea8d6cf982db4727b5d814726
figures/Figure3_directional_signal.pdf,35828,148129832451e0ad851f7f2be084ef6254f391847070e5b7d1834de72bb61954
figures/Figure3_directional_signal.png,107285,b36c3d62b51e0b8c317658d75faed8bd5699878b80f1b178d0cbe4f18a02e57f
figures/Figure3_directional_signal.svg,123304,b9c3d04d765ed1135828a1b6309524d1b9822efd43314646f3e57a0a07bb0411
figures/Figure3_directional_signal.tiff,329818,3b7eab994c3cd4a7a516590ccece9ecf564be5e802521236719f911ab11c3e2f
figures/Figure4_QBA_performance.pdf,42864,e138333e636acd24ca79086f1ff0f3061b4c756901888f5e3bee8b1a91a090ab
figures/Figure4_QBA_performance.png,174294,86186566b5f01e558916e3f83bddd976ea570b232eef0119107f7b062fcc8b4c
figures/Figure4_QBA_performance.svg,208003,29f3dd283ed7504dc38985ca444a6673bc0b40b2f9297dfbc2c61edd0b0809e7
figures/Figure4_QBA_performance.tiff,501244,58da11a32e068ad44928a6b1e708e0a2c2b896983ce78ed40eaa9b8fb83de83b
figures/Figure5_H2_pRMST_boundaries.pdf,45443,0d66b4f75e9350a0b1772a7e4cc54a419895a3c4de0db0d073e6f85c444607c2
figures/Figure5_H2_pRMST_boundaries.png,182108,32198f8595a10506f1337dd2c31d245db05c59a3f2d7ab8e311010ddb4bcdc20
figures/Figure5_H2_pRMST_boundaries.svg,223981,72b95c3bd4ae2200c2816218b412fa2d16e69ff63d14a3fe04eb102644b093d2
figures/Figure5_H2_pRMST_boundaries.tiff,869202,ed51dd0c68357368fbdec221c6ef84108d1d8763e60ef3b6fdcd6a9f5f3c3600
figures/Figure6_SEER_descriptive.pdf,44891,e7067a3cf0956973e1849073e34c4f812f0c96972b3841fb883aea39fa124a94
figures/Figure6_SEER_descriptive.png,239838,7daab9be7ce8df3c8d6b677e70b0c26328d63d933f25b3ec6020ecb1687c78f4
figures/Figure6_SEER_descriptive.svg,296811,7b8f062f2bd3a1ff5f7634449cfd1086b00a7f6defcd23aea1257ab63988b83b
figures/Figure6_SEER_descriptive.tiff,691922,ac84a23283785c034bf15fa7df7bc6a103d8d8629ba00814ef94788c10d64d87
figures/figure_manifest.yaml,4044,bce400f8a902f2706188010052234cc94885cc341ecc5270765b9687166af424
LICENSE,1105,1912ea33e3220d48142da331cdc9f2bac3b8d243e9774d0ddef9c8a8aa78bf6d
LICENSES.md,474,67af035b7ff6a3a41488a745b26ca3e29d7f7cc827aa343c2b62951184cec500
README.md,6483,139a7f3f1a868fb03959871db868ad636120dc4b0234de5833ab4483a8e9002d
source_data/figure2_main_bias_coverage.csv,15435,e747fbee54a94f77374a99298df99bacb999328f5cc6b3a03bf7011a6773b1ce
source_data/figure3_directional_signal_summary.csv,601,f467ae4dd2b2fb036519ef621e52df69cffcbf56616cd4988ee7da18751c8494
source_data/figure4_qba_cell_results.csv,9291,111e5e2717642a1be0ba54b0faec09b9fbac33b52ee58fd2c00fa49c9b82b41c
source_data/figure5a_h2_boundary.csv,1942,08438d789b560c22035f97a84c663049efce3a71d8d9bd6e76a7c532f8efaa99
source_data/figure5b_rmst_results.csv,4968,8796b23ae5e55c1d198e1dbb3f76fd4b1a1205bd74a57caeed38305e60d52e48
source_data/figure6_seer_endpoint_models.csv,1394,5195a56409b21774255848fb216939e6087756a36d22298d463a6217ca2960b5
source_data/figure6_seer_joint_contrasts.csv,834,ef78e3548dc9d0195f6324fa7a6205f6e32e813d438669df2c949d9573614f5e
source_data/final_executed_scenario_registry_100_rows.csv,27824,7e142e80f6a7f99db0a82d54a924e4b4e5944e7474f4c7a32b2952fe124a4cac
source_data/h2_7_scenarios.csv,1651,fb1e0fc5c0be4acc8f3283c3e6133ed9f90841a7f5491e4a09ec7347b1e24a57
source_data/joint_contrast_validation_300_fits.csv,39590,265511be667850c9e25b3d9d6e1876bea5460033e2e8c0ff6c78cf3f9c34dd2a
source_data/qba_external_prior_200_draws.csv,15511,7305e5e28b67507c4ed52d202fbf7de9b95df5e930f8d9ea03718364796ffa1c
source_data/seer_bladder_joint_contrast.csv,249,98a58d626e0761a99ed73070f5c510f044bc626981944605fda3df13df18be79
source_data/seer_bladder_models.csv,424,402c52eeb583365e4b7eb4d82fda93fee027aa5c959b007a17e13cfca195cba6
source_data/seer_crc_joint_contrast.csv,246,45b3869d5b820a60621bf847191df41ae6f1e727b31065ecd30cdf15dc26b4f7
source_data/seer_crc_models.csv,505,871b733fdc2bf10f1d05643e949bfd44afe5b2a4dd8fb683f2313d08bcfcf7e8
source_data/simulation_primary_72_scenarios.csv,29368,113ac0e684fb80e76993708d3b6c5417bd122c6efee27f2174ebb1479d544869
source_data/supp_figure_seer_piecewise.csv,1562,c297c19daf149c81654b26c56d6f278edfc7e154856329feba734edbd5d1e11b
